,accuracy,precision,recall,f1_score,bal accuracy,f2_score
l2-results_base,0.4051724137931034,0.6491879087001413,0.4051724137931034,0.4584516052457407,0.44347565543071166,0.4107134743997071
l2-results_persona,0.5173160173160173,0.7007434197307615,0.5173160173160173,0.5688370044294182,0.5150401069518716,0.5273849252343984
l2-results_cot,0.4752688172043011,0.6740762948355484,0.4752688172043011,0.5298795953343737,0.47398697107339227,0.48587526004248427
