,accuracy,precision,recall,f1_score,bal accuracy,f2_score
mist-results_base,0.5879828326180258,0.6692453957733471,0.5879828326180258,0.6216229626138083,0.46578014184397165,0.5996099331115742
mist-results_persona,0.6008583690987125,0.6784074138110903,0.6008583690987124,0.6328144447473614,0.4822104018912529,0.6118393052802085
mist-results_cot,0.5926724137931034,0.6651265937843444,0.5926724137931034,0.6234681752895745,0.4604575163398693,0.6035811538451525
