,accuracy,precision,recall,f1_score,bal accuracy,f2_score
mist-noreply_sysclass,0.49428208386277,0.7584879974509056,0.49428208386277,0.5788108213450264,0.44421818074109176,0.5162965653079102
mist-noreply_sysqa,0.14866581956797967,0.7127365898247179,0.14866581956797967,0.08864179937345815,0.4853418145197121,0.08970530365791378
