,accuracy,precision,recall,f1_score,bal accuracy,f2_score
mist-awq_base_personal,0.3646759847522236,0.8035747174672432,0.3646759847522236,0.43119755840964324,0.5321228636592518,0.36043154443101444
mist-awq_multi_category,0.525412960609911,0.8261090294349316,0.525412960609911,0.6015378285613698,0.5976644649151388,0.5356508140582337
